,ATP,Round,Player,WRank,LRank,Day,Month,Year,Rank,Win
12627,20,1,Ancic M.,84,75,20,3,2003,75,0
12628,20,1,Spadea V.,43,133,20,3,2003,43,1
12629,20,1,Rochus C.,43,133,20,3,2003,133,0
12630,20,1,Saulnier C.,128,52,20,3,2003,128,1
12631,20,1,Ljubicic I.,128,52,20,3,2003,52,0
12632,20,1,Saretta F.,83,65,20,3,2003,83,1
12633,20,1,Martin A.,83,65,20,3,2003,65,0
12634,20,1,Sanguinetti D.,86,85,20,3,2003,86,1
12635,20,1,Montanes A.,86,85,20,3,2003,85,0
12636,20,1,Massu N.,102,66,20,3,2003,102,1
12637,20,1,Carlsen K.,102,66,20,3,2003,66,0
12638,20,1,Clement A.,42,140,20,3,2003,42,1
12639,20,1,Luczak P.,42,140,20,3,2003,140,0
12640,20,1,Lee H.T.,59,37,20,3,2003,59,1
12641,20,1,Mathieu P.H.,59,37,20,3,2003,37,0
12642,20,1,Horna L.,82,60,20,3,2003,82,1
12643,20,1,Davydenko N.,82,60,20,3,2003,60,0
12644,20,1,Fish M.,53,77,20,3,2003,53,1
12645,20,1,Voinea A.,53,77,20,3,2003,77,0
12646,20,1,Dupuis A.,81,54,20,3,2003,81,1
12647,20,1,Sluiter R.,81,54,20,3,2003,54,0
12648,20,1,Dent T.,41,76,20,3,2003,41,1
12649,20,1,Krajicek R.,41,76,20,3,2003,76,0
12650,20,1,Bjorkman J.,71,80,20,3,2003,71,1
12651,20,1,Sa A.,71,80,20,3,2003,80,0
12652,20,1,Mantilla F.,44,100,20,3,2003,44,1
12653,20,1,Burgsmuller L.,44,100,20,3,2003,100,0
12654,20,2,Verdasco F.,160,34,21,3,2003,160,1
12655,20,2,Mirnyi M.,160,34,21,3,2003,34,0
12656,20,2,Stepanek R.,50,26,21,3,2003,50,1
12657,20,2,Youzhny M.,50,26,21,3,2003,26,0
12658,20,2,Srichaphan P.,13,46,21,3,2003,13,1
12659,20,2,Acasuso J.,13,46,21,3,2003,46,0
12660,20,2,Roddick A.,6,128,21,3,2003,6,1
12661,20,2,Saulnier C.,6,128,21,3,2003,128,0
12662,20,2,Lee H.T.,59,28,21,3,2003,59,1
12663,20,2,Malisse X.,59,28,21,3,2003,28,0
12664,20,2,Fish M.,53,11,21,3,2003,53,1
12665,20,2,Grosjean S.,53,11,21,3,2003,11,0
12666,20,2,Blake J.,24,99,21,3,2003,24,1
12667,20,2,Meligeni F.,24,99,21,3,2003,99,0
12668,20,2,Escude N.,67,20,21,3,2003,67,1
12669,20,2,Henman T.,67,20,21,3,2003,20,0
12670,20,1,Philippoussis M.,70,57,21,3,2003,70,1
12671,20,1,Lopez F.,70,57,21,3,2003,57,0
12672,20,1,Lapentti N.,39,73,21,3,2003,39,1
12673,20,1,Beck K.,39,73,21,3,2003,73,0
12674,20,1,Enqvist T.,87,115,21,3,2003,87,1
12675,20,1,Llodra M.,87,115,21,3,2003,115,0
12676,20,1,Chang M.,122,74,21,3,2003,122,1
12677,20,1,Kiefer N.,122,74,21,3,2003,74,0
12678,20,1,Calleri A.,38,45,21,3,2003,38,1
12679,20,1,Sanchez D.,38,45,21,3,2003,45,0
12680,20,2,Ferrero J.C.,3,62,21,3,2003,3,1
12681,20,2,Vicente F.,3,62,21,3,2003,62,0
12682,20,2,Squillari F.,84,25,22,3,2003,84,1
12683,20,2,Robredo T.,84,25,22,3,2003,25,0
12684,20,2,Schuettler R.,12,40,22,3,2003,12,1
12685,20,2,Gambill J.M.,12,40,22,3,2003,40,0
12686,20,2,Rios M.,31,41,22,3,2003,31,1
12687,20,2,Dent T.,31,41,22,3,2003,41,0
12688,20,2,Nieminen J.,35,42,22,3,2003,35,1
12689,20,2,Clement A.,35,42,22,3,2003,42,0
12690,20,2,Nalbandian D.,10,83,22,3,2003,10,1
12691,20,2,Saretta F.,10,83,22,3,2003,83,0
12692,20,2,Moya C.,5,43,22,3,2003,5,1
12693,20,2,Spadea V.,5,43,22,3,2003,43,0
12694,20,2,Massu N.,102,19,22,3,2003,102,1
12695,20,2,Gaudio G.,102,19,22,3,2003,19,0
12696,20,2,Kafelnikov Y.,27,71,22,3,2003,27,1
12697,20,2,Bjorkman J.,27,71,22,3,2003,71,0
12698,20,2,Schalken S.,14,89,22,3,2003,14,1
12699,20,2,Lisnard J.R.,14,89,22,3,2003,89,0
12700,20,2,Ferreira W.,32,44,22,3,2003,32,1
12701,20,2,Mantilla F.,32,44,22,3,2003,44,0
12702,20,2,Federer R.,4,82,22,3,2003,4,1
12703,20,2,Horna L.,4,82,22,3,2003,82,0
12704,20,2,El Aynaoui Y.,21,38,22,3,2003,21,1
12705,20,2,Calleri A.,21,38,22,3,2003,38,0
12706,20,2,Costa A.,9,56,22,3,2003,9,1
12707,20,2,Rochus O.,9,56,22,3,2003,56,0
12708,20,2,Coria G.,29,81,22,3,2003,29,1
12709,20,2,Dupuis A.,29,81,22,3,2003,81,0
12710,20,2,Clavet F.,178,1,22,3,2003,178,1
12711,20,2,Hewitt L.,178,1,22,3,2003,1,0
12712,20,2,Chela J.I.,33,69,22,3,2003,33,1
12713,20,2,Verkerk M.,33,69,22,3,2003,69,0
12714,20,2,Agassi A.,2,122,22,3,2003,2,1
12715,20,2,Chang M.,2,122,22,3,2003,122,0
12716,20,2,Ginepri R.,61,16,22,3,2003,61,1
12717,20,2,Corretja A.,61,16,22,3,2003,16,0
12718,20,3,Stepanek R.,50,12,23,3,2003,50,1
12719,20,3,Schuettler R.,50,12,23,3,2003,12,0
12720,20,3,Rios M.,31,3,23,3,2003,31,1
12721,20,3,Ferrero J.C.,31,3,23,3,2003,3,0
12722,20,3,Escude N.,67,53,23,3,2003,67,1
12723,20,3,Fish M.,67,53,23,3,2003,53,0
12724,20,3,Moya C.,5,160,23,3,2003,5,1
12725,20,3,Verdasco F.,5,160,23,3,2003,160,0
12726,20,2,Philippoussis M.,70,22,23,3,2003,70,1
12727,20,2,Gonzalez F.,70,22,23,3,2003,22,0
12728,20,2,Lapentti N.,39,8,23,3,2003,39,1
12729,20,2,Novak J.,39,8,23,3,2003,8,0
12730,20,2,Enqvist T.,87,15,23,3,2003,87,1
12731,20,2,Kuerten G.,87,15,23,3,2003,15,0
12732,20,2,Sanguinetti D.,86,7,23,3,2003,86,1
12733,20,2,Safin M.,86,7,23,3,2003,7,0
12734,20,3,Srichaphan P.,13,27,24,3,2003,13,1
12735,20,3,Kafelnikov Y.,13,27,24,3,2003,27,0
12736,20,3,Schalken S.,14,84,24,3,2003,14,1
12737,20,3,Squillari F.,14,84,24,3,2003,84,0
12738,20,3,Philippoussis M.,70,87,24,3,2003,70,1
12739,20,3,Enqvist T.,70,87,24,3,2003,87,0
12740,20,3,Martin T.,114,6,24,3,2003,114,1
12741,20,3,Roddick A.,114,6,24,3,2003,6,0
12742,20,3,Lee H.T.,59,178,24,3,2003,59,1
12743,20,3,Clavet F.,59,178,24,3,2003,178,0
12744,20,3,Ginepri R.,61,24,24,3,2003,61,1
12745,20,3,Blake J.,61,24,24,3,2003,24,0
12746,20,3,Costa A.,9,102,24,3,2003,9,1
12747,20,3,Massu N.,9,102,24,3,2003,102,0
12748,20,3,Coria G.,29,86,24,3,2003,29,1
12749,20,3,Sanguinetti D.,29,86,24,3,2003,86,0
12750,20,3,Agassi A.,2,35,24,3,2003,2,1
12751,20,3,Nieminen J.,2,35,24,3,2003,35,0
12752,20,3,El Aynaoui Y.,21,10,24,3,2003,21,1
12753,20,3,Nalbandian D.,21,10,24,3,2003,10,0
12754,20,4,Ginepri R.,61,59,25,3,2003,61,1
12755,20,4,Lee H.T.,61,59,25,3,2003,59,0
12756,20,4,Moya C.,5,67,25,3,2003,5,1
12757,20,4,Escude N.,5,67,25,3,2003,67,0
12758,20,4,Federer R.,4,14,25,3,2003,4,1
12759,20,4,Schalken S.,4,14,25,3,2003,14,0
12760,20,4,Martin T.,114,50,25,3,2003,114,1
12761,20,4,Stepanek R.,114,50,25,3,2003,50,0
12762,20,4,Costa A.,9,29,25,3,2003,9,1
12763,20,4,Coria G.,9,29,25,3,2003,29,0
12764,20,3,Lapentti N.,39,32,25,3,2003,39,1
12765,20,3,Ferreira W.,39,32,25,3,2003,32,0
12766,20,3,Federer R.,4,33,25,3,2003,4,1
12767,20,3,Chela J.I.,4,33,25,3,2003,33,0
12768,20,4,El Aynaoui Y.,21,39,25,3,2003,21,1
12769,20,4,Lapentti N.,21,39,25,3,2003,39,0
12770,20,4,Agassi A.,2,70,26,3,2003,2,1
12771,20,4,Philippoussis M.,2,70,26,3,2003,70,0
12772,20,5,Moya C.,5,61,26,3,2003,5,1
12773,20,5,Ginepri R.,5,61,26,3,2003,61,0
12774,20,5,Srichaphan P.,13,114,27,3,2003,13,1
12775,20,5,Martin T.,13,114,27,3,2003,114,0
12776,20,5,Agassi A.,2,21,28,3,2003,2,1
12777,20,5,El Aynaoui Y.,2,21,28,3,2003,21,0
12778,20,5,Costa A.,9,4,28,3,2003,9,1
12779,20,5,Federer R.,9,4,28,3,2003,4,0
12780,20,6,Agassi A.,2,9,29,3,2003,2,1
12781,20,6,Costa A.,2,9,29,3,2003,9,0
12782,20,6,Moya C.,5,13,29,3,2003,5,1
12783,20,6,Srichaphan P.,5,13,29,3,2003,13,0
12784,20,7,Agassi A.,2,5,30,3,2003,2,1
12785,20,7,Moya C.,2,5,30,3,2003,5,0
12786,22,1,Robredo T.,25,116,7,4,2003,25,1
12787,22,1,Gaudenzi A.,25,116,7,4,2003,116,0
12788,22,1,van Lottum J.,105,9,7,4,2003,105,1
12789,22,1,Novak J.,105,9,7,4,2003,9,0
12790,21,1,Squillari F.,90,2000,7,4,2003,90,1
12791,21,1,Ouahabi T.,90,2000,7,4,2003,2000,0
12792,21,1,Krajan Z.,103,93,7,4,2003,103,1
12793,21,1,Portas A.,103,93,7,4,2003,93,0
12794,21,1,Massu N.,96,63,7,4,2003,96,1
12795,21,1,Vicente F.,96,63,7,4,2003,63,0
12796,22,1,Calleri A.,37,1217,7,4,2003,37,1
12797,22,1,Rocha D.,37,1217,7,4,2003,1217,0
12798,21,1,Horna L.,83,78,7,4,2003,83,1
12799,21,1,Sa A.,83,78,7,4,2003,78,0
12800,21,1,Saretta F.,82,79,7,4,2003,82,1
12801,21,1,Dupuis A.,82,79,7,4,2003,79,0
12802,22,1,Acasuso J.,45,46,7,4,2003,45,1
12803,22,1,Sanchez D.,45,46,7,4,2003,46,0
12804,22,1,Waske A.,121,224,8,4,2003,121,1
12805,22,1,Etlis G.,121,224,8,4,2003,224,0
12806,22,1,Voinea A.,84,49,8,4,2003,84,1
12807,22,1,Arthurs W.,84,49,8,4,2003,49,0
12808,22,1,Nieminen J.,32,561,8,4,2003,32,1
12809,22,1,Lopes H.,32,561,8,4,2003,561,0
12810,22,1,Mirnyi M.,31,65,8,4,2003,31,1
12811,22,1,Martin A.,31,65,8,4,2003,65,0
12812,22,1,Lopez F.,62,13,8,4,2003,62,1
12813,22,1,Schuettler R.,62,13,8,4,2003,13,0
12814,22,1,Levy H.,232,68,8,4,2003,232,1
12815,22,1,Verkerk M.,232,68,8,4,2003,68,0
12816,22,1,Hanescu V.,150,129,8,4,2003,150,1
12817,22,1,Rochus C.,150,129,8,4,2003,129,0
12818,22,1,Blanco G.,132,137,8,4,2003,132,1
12819,22,1,Verdasco F.,132,137,8,4,2003,137,0
12820,22,1,Gonzalez F.,23,54,8,4,2003,23,1
12821,22,1,Ferrer D.,23,54,8,4,2003,54,0
12822,21,1,Boutter J.,102,81,8,4,2003,102,1
12823,21,1,Sanguinetti D.,102,81,8,4,2003,81,0
12824,21,1,El Aynaoui Y.,17,89,8,4,2003,17,1
12825,21,1,Montanes A.,17,89,8,4,2003,89,0
12826,21,1,Hrbaty D.,56,418,8,4,2003,56,1
12827,21,1,El Aarej M.,56,418,8,4,2003,418,0
12828,21,1,Lisnard J.R.,85,39,8,4,2003,85,1
12829,21,1,Mathieu P.H.,85,39,8,4,2003,39,0
12830,21,1,Meligeni F.,101,41,8,4,2003,101,1
12831,21,1,Clement A.,101,41,8,4,2003,41,0
12832,21,1,Arazi H.,98,932,8,4,2003,98,1
12833,21,1,Tahiri M.,98,932,8,4,2003,932,0
12834,21,1,Mutis O.,94,145,8,4,2003,94,1
12835,21,1,van Scheppingen D.,94,145,8,4,2003,145,0
12836,21,1,Prodon E.,229,143,8,4,2003,229,1
12837,21,1,Ramirez Hidalgo R.,229,143,8,4,2003,143,0
12838,21,1,Savolt A.,107,211,8,4,2003,107,1
12839,21,1,Hernandez O.,107,211,8,4,2003,211,0
12840,21,1,Browne F.,214,57,8,4,2003,214,1
12841,21,1,Rochus O.,214,57,8,4,2003,57,0
12842,21,1,Norman M.,92,173,9,4,2003,92,1
12843,21,1,Vanek J.,92,173,9,4,2003,173,0
12844,21,2,Arazi H.,98,101,9,4,2003,98,1
12845,21,2,Meligeni F.,98,101,9,4,2003,101,0
12846,21,2,Mutis O.,94,229,9,4,2003,94,1
12847,21,2,Prodon E.,94,229,9,4,2003,229,0
12848,22,1,Mota B.,312,66,9,4,2003,312,1
12849,22,1,Sluiter R.,312,66,9,4,2003,66,0
12850,22,2,Blanco G.,132,105,9,4,2003,132,1
12851,22,2,van Lottum J.,132,105,9,4,2003,105,0
12852,22,2,Calleri A.,37,32,9,4,2003,37,1
12853,22,2,Nieminen J.,37,32,9,4,2003,32,0
12854,22,2,Gonzalez F.,23,45,9,4,2003,23,1
12855,22,2,Acasuso J.,23,45,9,4,2003,45,0
12856,22,2,Robredo T.,25,232,9,4,2003,25,1
12857,22,2,Levy H.,25,232,9,4,2003,232,0
12858,21,2,Boutter J.,102,83,9,4,2003,102,1
12859,21,2,Horna L.,102,83,9,4,2003,83,0
12860,21,2,Saretta F.,82,85,9,4,2003,82,1
12861,21,2,Lisnard J.R.,82,85,9,4,2003,85,0
12862,22,1,Kafelnikov Y.,28,100,9,4,2003,28,1
12863,22,1,Labadze I.,28,100,9,4,2003,100,0
12864,22,1,Davydenko N.,61,14,9,4,2003,61,1
12865,22,1,Schalken S.,61,14,9,4,2003,14,0
12866,22,2,Kafelnikov Y.,28,84,10,4,2003,28,1
12867,22,2,Voinea A.,28,84,10,4,2003,84,0
12868,22,2,Lopez F.,62,312,10,4,2003,62,1
12869,22,2,Mota B.,62,312,10,4,2003,312,0
12870,22,2,Mirnyi M.,31,150,10,4,2003,31,1
12871,22,2,Hanescu V.,31,150,10,4,2003,150,0
12872,22,2,Davydenko N.,61,121,10,4,2003,61,1
12873,22,2,Waske A.,61,121,10,4,2003,121,0
12874,21,2,Hrbaty D.,56,107,10,4,2003,56,1
12875,21,2,Savolt A.,56,107,10,4,2003,107,0
12876,21,2,Browne F.,214,90,10,4,2003,214,1
12877,21,2,Squillari F.,214,90,10,4,2003,90,0
12878,21,2,El Aynaoui Y.,17,92,10,4,2003,17,1
12879,21,2,Norman M.,17,92,10,4,2003,92,0
12880,21,2,Massu N.,96,103,10,4,2003,96,1
12881,21,2,Krajan Z.,96,103,10,4,2003,103,0
12882,22,5,Robredo T.,25,132,11,4,2003,25,1
12883,22,5,Blanco G.,25,132,11,4,2003,132,0
12884,22,5,Mirnyi M.,31,62,11,4,2003,31,1
12885,22,5,Lopez F.,31,62,11,4,2003,62,0
12886,22,5,Calleri A.,37,23,11,4,2003,37,1
12887,22,5,Gonzalez F.,37,23,11,4,2003,23,0
12888,22,5,Davydenko N.,61,28,11,4,2003,61,1
12889,22,5,Kafelnikov Y.,61,28,11,4,2003,28,0
12890,21,5,Boutter J.,102,82,11,4,2003,102,1
12891,21,5,Saretta F.,102,82,11,4,2003,82,0
12892,21,5,El Aynaoui Y.,17,96,11,4,2003,17,1
12893,21,5,Massu N.,17,96,11,4,2003,96,0
12894,21,5,Hrbaty D.,56,214,11,4,2003,56,1
12895,21,5,Browne F.,56,214,11,4,2003,214,0
12896,21,5,Arazi H.,98,94,11,4,2003,98,1
12897,21,5,Mutis O.,98,94,11,4,2003,94,0
12898,22,6,Calleri A.,37,25,12,4,2003,37,1
12899,22,6,Robredo T.,37,25,12,4,2003,25,0
12900,21,6,Boutter J.,102,56,12,4,2003,102,1
12901,21,6,Hrbaty D.,102,56,12,4,2003,56,0
12902,21,6,El Aynaoui Y.,17,98,12,4,2003,17,1
12903,21,6,Arazi H.,17,98,12,4,2003,98,0
12904,22,6,Davydenko N.,61,31,12,4,2003,61,1
12905,22,6,Mirnyi M.,61,31,12,4,2003,31,0
12906,22,7,Davydenko N.,61,37,13,4,2003,61,1
12907,22,7,Calleri A.,61,37,13,4,2003,37,0
12908,21,7,Boutter J.,102,17,13,4,2003,102,1
12909,21,7,El Aynaoui Y.,102,17,13,4,2003,17,0
12910,23,1,Volandri F.,131,51,14,4,2003,131,1
12911,23,1,Stepanek R.,131,51,14,4,2003,51,0
12912,23,1,Vicente F.,63,62,14,4,2003,63,1
12913,23,1,Escude N.,63,62,14,4,2003,62,0
12914,23,1,Spadea V.,39,30,14,4,2003,39,1
12915,23,1,Youzhny M.,39,30,14,4,2003,30,0
12916,23,1,Schuettler R.,13,52,14,4,2003,13,1
12917,23,1,Santoro F.,13,52,14,4,2003,52,0
12918,23,1,Portas A.,96,6,14,4,2003,96,1
12919,23,1,Roddick A.,96,6,14,4,2003,6,0
12920,23,1,Norman M.,94,42,14,4,2003,94,1
12921,23,1,Lapentti N.,94,42,14,4,2003,42,0
12922,23,1,Nalbandian D.,12,115,14,4,2003,12,1
12923,23,1,Gasquet R.,12,115,14,4,2003,115,0
12924,23,1,Martin A.,65,58,14,4,2003,65,1
12925,23,1,Rochus O.,65,58,14,4,2003,58,0
12926,23,1,Gaudio G.,20,56,14,4,2003,20,1
12927,23,1,Ferrer D.,20,56,14,4,2003,56,0
12928,23,1,Lopez F.,59,16,14,4,2003,59,1
12929,23,1,Corretja A.,59,16,14,4,2003,16,0
12930,23,1,Ljubicic I.,55,35,14,4,2003,55,1
12931,23,1,Zabaleta M.,55,35,14,4,2003,35,0
12932,23,1,Kuerten G.,15,57,14,4,2003,15,1
12933,23,1,Fish M.,15,57,14,4,2003,57,0
12934,23,1,Horna L.,81,43,14,4,2003,81,1
12935,23,1,Mathieu P.H.,81,43,14,4,2003,43,0
12936,23,1,Ferrero J.C.,3,50,14,4,2003,3,1
12937,23,1,Arthurs W.,3,50,14,4,2003,50,0
12938,23,1,Clement A.,40,23,14,4,2003,40,1
12939,23,1,Gonzalez F.,40,23,14,4,2003,23,0
12940,23,1,Mantilla F.,47,77,14,4,2003,47,1
12941,23,1,Sargsian S.,47,77,14,4,2003,77,0
12942,23,1,Moya C.,4,28,15,4,2003,4,1
12943,23,1,Malisse X.,4,28,15,4,2003,28,0
12944,23,1,Srichaphan P.,11,134,15,4,2003,11,1
12945,23,1,Luczak P.,11,134,15,4,2003,134,0
12946,23,1,Robredo T.,25,67,15,4,2003,25,1
12947,23,1,Verkerk M.,25,67,15,4,2003,67,0
12948,23,1,Novak J.,9,60,15,4,2003,9,1
12949,23,1,Koubek S.,9,60,15,4,2003,60,0
12950,23,1,Nieminen J.,38,37,15,4,2003,38,1
12951,23,1,Dent T.,38,37,15,4,2003,37,0
12952,23,1,Nadal R.,109,49,15,4,2003,109,1
12953,23,1,Kucera K.,109,49,15,4,2003,49,0
12954,23,1,Lee H.T.,53,46,15,4,2003,53,1
12955,23,1,Sanchez D.,53,46,15,4,2003,46,0
12956,23,1,Blake J.,24,54,15,4,2003,24,1
12957,23,1,Hrbaty D.,24,54,15,4,2003,54,0
12958,23,1,Ferreira W.,29,70,15,4,2003,29,1
12959,23,1,Bjorkman J.,29,70,15,4,2003,70,0
12960,23,1,Costa A.,7,44,15,4,2003,7,1
12961,23,1,Davydenko N.,7,44,15,4,2003,44,0
12962,23,1,Coria G.,26,45,15,4,2003,26,1
12963,23,1,Acasuso J.,26,45,15,4,2003,45,0
12964,23,1,Chela J.I.,33,32,15,4,2003,33,1
12965,23,1,Calleri A.,33,32,15,4,2003,32,0
12966,23,1,Boutter J.,82,31,15,4,2003,82,1
12967,23,1,Mirnyi M.,82,31,15,4,2003,31,0
12968,23,1,Kafelnikov Y.,27,18,15,4,2003,27,1
12969,23,1,El Aynaoui Y.,27,18,15,4,2003,18,0
12970,23,1,Benneteau J.,192,66,15,4,2003,192,1
12971,23,1,Sluiter R.,192,66,15,4,2003,66,0
12972,23,2,Vicente F.,63,59,16,4,2003,63,1
12973,23,2,Lopez F.,63,59,16,4,2003,59,0
12974,23,2,Spadea V.,39,40,16,4,2003,39,1
12975,23,2,Clement A.,39,40,16,4,2003,40,0
12976,23,2,Schalken S.,14,53,16,4,2003,14,1
12977,23,2,Lee H.T.,14,53,16,4,2003,53,0
12978,23,2,Robredo T.,25,192,16,4,2003,25,1
12979,23,2,Benneteau J.,25,192,16,4,2003,192,0
12980,23,2,Norman M.,94,15,16,4,2003,94,1
12981,23,2,Kuerten G.,94,15,16,4,2003,15,0
12982,23,2,Nieminen J.,38,27,16,4,2003,38,1
12983,23,2,Kafelnikov Y.,38,27,16,4,2003,27,0
12984,23,2,Nadal R.,109,7,16,4,2003,109,1
12985,23,2,Costa A.,109,7,16,4,2003,7,0
12986,23,2,Volandri F.,131,12,16,4,2003,131,1
12987,23,2,Nalbandian D.,131,12,16,4,2003,12,0
12988,23,2,Martin A.,65,13,16,4,2003,65,1
12989,23,2,Schuettler R.,65,13,16,4,2003,13,0
12990,23,2,Ljubicic I.,55,96,16,4,2003,55,1
12991,23,2,Portas A.,55,96,16,4,2003,96,0
12992,23,2,Gaudio G.,20,81,16,4,2003,20,1
12993,23,2,Horna L.,20,81,16,4,2003,81,0
12994,23,2,Ferrero J.C.,3,47,16,4,2003,3,1
12995,23,2,Mantilla F.,3,47,16,4,2003,47,0
12996,23,2,Coria G.,26,24,16,4,2003,26,1
12997,23,2,Blake J.,26,24,16,4,2003,24,0
12998,23,2,Chela J.I.,33,9,16,4,2003,33,1
12999,23,2,Novak J.,33,9,16,4,2003,9,0
13000,23,2,Boutter J.,82,11,16,4,2003,82,1
13001,23,2,Srichaphan P.,82,11,16,4,2003,11,0
13002,23,2,Moya C.,4,29,16,4,2003,4,1
13003,23,2,Ferreira W.,4,29,16,4,2003,29,0
13004,23,3,Spadea V.,39,55,17,4,2003,39,1
13005,23,3,Ljubicic I.,39,55,17,4,2003,55,0
13006,23,3,Moya C.,4,25,17,4,2003,4,1
13007,23,3,Robredo T.,4,25,17,4,2003,25,0
13008,23,3,Martin A.,65,63,17,4,2003,65,1
13009,23,3,Vicente F.,65,63,17,4,2003,63,0
13010,23,3,Volandri F.,131,94,17,4,2003,131,1
13011,23,3,Norman M.,131,94,17,4,2003,94,0
13012,23,3,Coria G.,26,109,17,4,2003,26,1
13013,23,3,Nadal R.,26,109,17,4,2003,109,0
13014,23,3,Chela J.I.,33,38,17,4,2003,33,1
13015,23,3,Nieminen J.,33,38,17,4,2003,38,0
13016,23,3,Boutter J.,82,14,17,4,2003,82,1
13017,23,3,Schalken S.,82,14,17,4,2003,14,0
13018,23,3,Ferrero J.C.,3,20,17,4,2003,3,1
13019,23,3,Gaudio G.,3,20,17,4,2003,20,0
13020,23,5,Coria G.,26,33,18,4,2003,26,1
13021,23,5,Chela J.I.,26,33,18,4,2003,33,0
13022,23,5,Ferrero J.C.,3,65,18,4,2003,3,1
13023,23,5,Martin A.,3,65,18,4,2003,65,0
13024,23,5,Moya C.,4,82,18,4,2003,4,1
13025,23,5,Boutter J.,4,82,18,4,2003,82,0
13026,23,5,Spadea V.,39,131,18,4,2003,39,1
13027,23,5,Volandri F.,39,131,18,4,2003,131,0
13028,23,6,Ferrero J.C.,3,39,19,4,2003,3,1
13029,23,6,Spadea V.,3,39,19,4,2003,39,0
13030,23,6,Coria G.,26,4,19,4,2003,26,1
13031,23,6,Moya C.,26,4,19,4,2003,4,0
13032,23,7,Ferrero J.C.,3,26,20,4,2003,3,1
13033,23,7,Coria G.,3,26,20,4,2003,26,0
13034,24,1,Chela J.I.,33,59,21,4,2003,33,1
13035,24,1,Martin A.,33,59,21,4,2003,59,0
13036,24,1,Mathieu P.H.,43,121,21,4,2003,43,1
13037,24,1,Eschauer W.,43,121,21,4,2003,121,0
13038,24,1,Davydenko N.,44,91,21,4,2003,44,1
13039,24,1,Montanes A.,44,91,21,4,2003,91,0
13040,24,1,Gaudio G.,21,58,21,4,2003,21,1
13041,24,1,Vicente F.,21,58,21,4,2003,58,0
13042,24,1,Lopez F.,57,222,21,4,2003,57,1
13043,24,1,Etlis G.,57,222,21,4,2003,222,0
13044,24,1,Navarro S.,206,74,21,4,2003,206,1
13045,24,1,Beck K.,206,74,21,4,2003,74,0
13046,24,1,Clement A.,37,84,21,4,2003,37,1
13047,24,1,Dupuis A.,37,84,21,4,2003,84,0
13048,24,1,El Aynaoui Y.,18,41,21,4,2003,18,1
13049,24,1,Lapentti N.,18,41,21,4,2003,41,0
13050,24,1,Acasuso J.,47,24,21,4,2003,47,1
13051,24,1,Gonzalez F.,47,24,21,4,2003,24,0
13052,24,1,Zabaleta M.,36,66,21,4,2003,36,1
13053,24,1,Sluiter R.,36,66,21,4,2003,66,0
13054,25,1,Carlsen K.,67,287,21,4,2003,67,1
13055,25,1,Blake T.,67,287,21,4,2003,287,0
13056,24,1,Calleri A.,34,81,21,4,2003,34,1
13057,24,1,Norman M.,34,81,21,4,2003,81,0
13058,25,1,Savolt A.,133,73,21,4,2003,133,1
13059,25,1,Kiefer N.,133,73,21,4,2003,73,0
13060,24,1,Nieminen J.,35,61,21,4,2003,35,1
13061,24,1,Rochus O.,35,61,21,4,2003,61,0
13062,24,1,Voinea A.,86,68,21,4,2003,86,1
13063,24,1,Verkerk M.,86,68,21,4,2003,68,0
13064,24,1,Portas A.,85,56,21,4,2003,85,1
13065,24,1,Ferrer D.,85,56,21,4,2003,56,0
13066,25,1,Labadze I.,105,72,22,4,2003,105,1
13067,25,1,Vahaly B.,105,72,22,4,2003,72,0
13068,25,1,Roddick A.,6,116,22,4,2003,6,1
13069,25,1,Morrison J.,6,116,22,4,2003,116,0
13070,25,1,Melzer J.,102,39,22,4,2003,102,1
13071,25,1,Dent T.,102,39,22,4,2003,39,0
13072,25,1,Mutis O.,90,748,22,4,2003,90,1
13073,25,1,Armando H.,90,748,22,4,2003,748,0
13074,25,1,Blake J.,25,113,22,4,2003,25,1
13075,25,1,Waske A.,25,113,22,4,2003,113,0
13076,25,1,Fish M.,55,136,22,4,2003,55,1
13077,25,1,Roitman S.,55,136,22,4,2003,136,0
13078,25,1,Mello R.,129,82,22,4,2003,129,1
13079,25,1,Sa A.,129,82,22,4,2003,82,0
13080,25,1,Spadea V.,31,175,22,4,2003,31,1
13081,25,1,Brasington J.,31,175,22,4,2003,175,0
13082,25,1,Agassi A.,2,103,22,4,2003,2,1
13083,25,1,Krajan Z.,2,103,22,4,2003,103,0
13084,25,1,Meligeni F.,118,95,22,4,2003,118,1
13085,25,1,Gimelstob J.,118,95,22,4,2003,95,0
13086,25,1,Goldstein P.,193,89,22,4,2003,193,1
13087,25,1,Enqvist T.,193,89,22,4,2003,89,0
13088,24,2,Nieminen J.,35,28,22,4,2003,35,1
13089,24,2,Malisse X.,35,28,22,4,2003,28,0
13090,24,2,Gaudio G.,21,37,22,4,2003,21,1
13091,24,2,Clement A.,21,37,22,4,2003,37,0
13092,24,1,Mantilla F.,46,110,22,4,2003,46,1
13093,24,1,Puerta M.,46,110,22,4,2003,110,0
13094,24,1,Volandri F.,98,220,22,4,2003,98,1
13095,24,1,Lopez M.,98,220,22,4,2003,220,0
13096,24,1,Robredo T.,23,53,22,4,2003,23,1
13097,24,1,Santoro F.,23,53,22,4,2003,53,0
13098,24,1,Squillari F.,92,65,22,4,2003,92,1
